,RESEARCH_ASSET_ID,ASSET_TITLE,ASSET_SUBTITLE,ASSET_DOI,ASSET_PMID,ASSET_ISBN,ASSET_EISBN,ASSET_PMCID,ASSET_GOVTNUM,ASSET_PUBLISHER,ASSET_PUBLICATIONPLACE,ASSET_PUBLISHDATE,ASSET_AVAILDATE,ASSET_ACCEPTDATE,ASSET_COPYRIGHTDATE,ASSET_CREATEDATE,ASSET_OPENINGDATE,ASSET_PERFORMANCEDATE,ASSET_RESTYPE,ASSET_RESSUBTYPE,ASSET_KEYWORDS,ASSET_PEEREVIEW,ASSET_LANG,ASSET_ABSTRACT,ASSET_COPYRIGHT,ASSET_LICENSECODE,ASSET_ACCESSRIGHT,ASSET_ACCESSRIGHTDATE,ASSET_AFFILIATION,ASSET_GRANTNOTE,ASSET_ORIGASSET_ID,ASSET_SUBMITDATE,ASSET_ORIG_REPOSITORYNAME,ASSET_PAGES,ASSET_SIZE,ASSET_EXTENT,ASSET_FORMAT,ASSET_EDITION,ASSET_SUBJECT,ASSET_SDG,ASSET_OPENACCESS,ASSET_OPENACCESSSTATUS,ASSET_PRVNCE,ASSET_ALTTITLE,ASSET_TRANSLATTI,ASSET_OTHERTIT,ASSET_SERIES,ASSET_VOLNUM,ASSET_IDURI,ASSET_HANDLE,ASSET_IDOTHER,ASSET_IDPQDT,ASSET_ARXIV,ASSET_DATESUB,ASSET_DATEUPD,ASSET_DATEVALID,ASSET_DATEEPUB,ASSET_DATEPOSTED,ASSET_DATEOTHER,ASSET_DATEAPP,ASSET_DATECOMPL,ASSET_DATEDEGREE,ASSET_DATEDEF,ASSET_DATEPRESNT,ASSET_CONFNAME,ASSET_CONFNUM,ASSET_CONFLOC,ASSET_CONFDAT,ASSET_EVNTNAM,ASSET_EVNTLOC,ASSET_EVNTDAT,ASSET_EVNTTYP,ASSET_EVNTNUM,ASSET_DGRGRANT,ASSET_DGRLEVEL,ASSET_DGRNAME,ASSET_PRIMARYSUBJ,ASSET_SECONDARYSUBJ,ASSET_PAGESUNPAGINATED,ASSET_APPLICATIONDATE,ASSET_RENEWEDDATE,ASSET_PATENT_STATUS,ASSET_PATENT_NUMBER,ASSET_PATENT_ABBREVNUM,ASSET_PATENT_KINDCODE,ASSET_PATENT_APPLICATIONNUM,ASSET_PATENT_APPLICATIONCODE,ASSET_PATENT_AGENCY,ASSET_WOS,ASSET_SCOPUS,ASSET_ARK,ASSET_SICI,ASSET_RNO,ASSET_ISMN,ASSET_PORTAL_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL01,ASSET_PROFILE_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL02,ASSET_COMMENT,ASSET_IDENTIFIER_ADDITIONAL03,ASSET_METHODS,ASSET_IDENTIFIER_ADDITIONAL04,ASSET_SERIESINFO,ASSET_IDENTIFIER_ADDITIONAL05,ASSET_EDUCTNLEVEL,ASSET_IDENTIFIER_ADDITIONAL06,ASSET_INSTRUCTMETHOD,ASSET_IDENTIFIER_ADDITIONAL07,ASSET_TECHINFO,ASSET_IDENTIFIER_ADDITIONAL08,ASSET_SPATIALDESC,ASSET_IDENTIFIER_ADDITIONAL09,ASSET_TEMPORALDESC,ASSET_OTHERDESC,ASSET_BIBLIOGRAPH,ASSET_COVERAGE,ASSET_ILLUSTRATION,ASSET_DATECOLLECT,ASSET_DATEISSUE,ASSET_DATERENEW,ASSET_ANZTOA,ASSET_COURSENAME,ASSET_COURSENUMB,ASSET_LEARNTIME,ASSET_MOBILCOMPAT,ASSET_SRCCODEAVAIL,ASSET_SERIESNUMBER,ASSET_PUBSEASON,ASSET_DGRSEASON,ASSET_DGRPRG,ASSET_LOCLFLD1,ASSET_LOCLFLD2,ASSET_LOCLFLD3,ASSET_LOCLFLD4,ASSET_LOCLFLD5,ASSET_LOCLFLD6,ASSET_LOCLFLD7,ASSET_LOCLFLD8,ASSET_LOCLFLD9,ASSET_LOCLFLD10,ASSET_LOCLFLD11,ASSET_LOCLFLD12,ASSET_LOCLFLD13,ASSET_LOCLFLD14,ASSET_LOCLFLD15,ASSET_PROJTYPE,ASSET_AUDIENCE,PRTOF_EPAGE,PRTOF_SPAGE,PRTOF_ISSUE,PRTOF_ARTICLENUMBER,PRTOF_VOL,PRTOF_ISSN,PRTOF_EISSN,PRTOF_ISBN,PRTOF_EISBN,PRTOF_TITLE,PRTOF_DOI,PRTOF_PAGES,PRTOF_NLMABRV,CREATOR_FAMNAME,CREATOR_GIVNAME,CREATOR_MIDNAME,CREATOR_NAMESUF,CREATOR_AFFILIATION,CREATOR_EMAIL,CREATOR_RESEARCHERID,CREATOR_ORCID,CREATOR_PRIMARYID,CREATOR_BRCODE,CREATOR_ADDITIONAL,OCREATOR_ORGANIZATION,CONT_TYPE,CONT_CONTNAME,CONT_FAMNAME,CONT_GIVNAME,CONT_MIDNAME,CONT_NAMESUF,CONT_AFFILIATION,CONT_EMAIL,CONT_RESEARCHERID,CONT_ORCID,CONT_PRIMARYID,CONT_BRCODE,CONT_ADDITIONAL,OCONT_ORGANIZATION,LINK_LINKURL,LINK_LINKTITLE,LINK_LINKDESC,LINK_CONTENTTYPE,LINK_LINKLCNSE,LINK_LINKRIGHTS,LINK_LINKOWN,LINK_ORDER,LINK_DISPLAY_IN_VIEWER,FILE_FILEURL,FILE_DESCRIPTION,FILE_DISPLAY_NAME,FILE_CONTENTTYPE,FILE_ORDER,FILE_RIGHTS,FILE_RIGHTS_REASON,FILE_RIGHTS_DATE,FILE_LICENSE,FILE_SUPPLEMENTAL
"ASSET","991283005200561","Implementation von Studiengangsreformen: Herausforderungen und Strategien am Beispiel des Studiengangs Master Berufliche Bildung Integriert","","10.1515/9783110689884-007","","9783110689778","9783110689884","","","De Gruyter Oldenbourg","Berlin","20200907","","","","","","","publication.bookChapter","","","YES","ger","","","","","","","","","","","29","","","","","","","NO","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","(UNIBZ)86439909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n.a.","","","","","false","","false","86439909","","","","","","(UNIBZ)86439909","","","","","","","","","","Editors/Supervisors: Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","","","","","","","","","","","","","","","","","","4","Ja","","Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","Schindler C, Kronsfoth K, Zaragoza A, Seidel T, Shamsolnizam F, Test TK","Free University of Bozen-Bolzano (unibz)","InBook;Chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","991283005200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","134","","","","","","9783110689778","9783110689884","Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten: Eine mehrdimensionale Perspektive ","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","991283005200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","","","","","","999","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","991283005300561","Implementation von Studiengangsreformen: Herausforderungen und Strategien am Beispiel des Studiengangs Master Berufliche Bildung Integriert","","10.1515/9783110689884-007","","9783110689778","9783110689884","","","De Gruyter Oldenbourg","Berlin","20200907","","","","","","","publication.bookChapter","","","YES","ger","","","","","","","","","","","29","","","","","","","NO","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","(UNIBZ)86439909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n.a.","","","","","false","","false","86439909","","","","","","(UNIBZ)86439909","","","","","","","","","","Editors/Supervisors: Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","","","","","","","","","","","","","","","","","","4","Ja","","Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","Schindler C, Kronsfoth K, Zaragoza A, Seidel T, Shamsolnizam F, Test TK","Free University of Bozen-Bolzano (unibz)","InBook;Chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","991283005300561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","134","","","","","","9783110689778","9783110689884","Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten: Eine mehrdimensionale Perspektive ","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","991283005300561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","","","","","","999","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","991283005400561","Implementation von Studiengangsreformen: Herausforderungen und Strategien am Beispiel des Studiengangs Master Berufliche Bildung Integriert","","10.1515/9783110689884-007","","9783110689778","9783110689884","","","De Gruyter Oldenbourg","Berlin","20200907","","","","","","","publication.bookChapter","","","YES","ger","","","","","","","","","","","29","","","","","","","NO","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","(UNIBZ)86439909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n.a.","","","","","false","","false","86439909","","","","","","(UNIBZ)86439909","","","","","","","","","","Editors/Supervisors: Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","","","","","","","","","","","","","","","","","","4","Ja","","Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","Schindler C, Kronsfoth K, Zaragoza A, Seidel T, Shomzy A","Free University of Bozen-Bolzano (unibz)","InBook;Chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","991283005400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","134","","","","","","9783110689778","9783110689884","Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten: Eine mehrdimensionale Perspektive ","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","991283005400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","","","","","","999","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","991283105100561","Implementation von Studiengangsreformen: Herausforderungen und Strategien am Beispiel des Studiengangs Master Berufliche Bildung Integriert","","10.1515/9783110689884-007","","9783110689778","9783110689884","","","De Gruyter Oldenbourg","Berlin","20200907","","","","","","","publication.bookChapter","","","YES","ger","","","","","","","","","","","29","","","","","","","NO","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","(UNIBZ)86439909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n.a.","","","","","false","","false","86439909","","","","","","(UNIBZ)86439909","","","","","","","","","","Editors/Supervisors: Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","","","","","","","","","","","","","","","","","","4","Ja","","Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","Schindler C, Kronsfoth K, Zaragoza A, Seidel T, Shamsolnizam A, Test TK","Free University of Bozen-Bolzano (unibz)","InBook;Chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","991283105100561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","134","","","","","","9783110689778","9783110689884","Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten: Eine mehrdimensionale Perspektive ","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","991283105100561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","","","","","","999","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","991283305200561","Implementation von Studiengangsreformen: Herausforderungen und Strategien am Beispiel des Studiengangs Master Berufliche Bildung Integriert","","10.1515/9783110689884-007","","9783110689778","9783110689884","","","De Gruyter Oldenbourg","Berlin","20200907","","","","","","","publication.bookChapter","","","YES","ger","","","","","","","","","","","29","","","","","","","NO","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","(UNIBZ)86439909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n.a.","","","","","false","","false","86439909","","","","","","(UNIBZ)86439909","","","","","","","","","","Editors/Supervisors: Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","","","","","","","","","","","","","","","","","","4","Ja","","Welpe IM, Stumpf-Wollersheim J, Folger N, Prenzel M","","Schindler C, Kronsfoth K, Zaragoza A, Seidel T, Shamsolnizam A, Test TK","Free University of Bozen-Bolzano (unibz)","InBook;Chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","991283305200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","134","","","","","","9783110689778","9783110689884","Leistungsbewertung in wissenschaftlichen Institutionen und Universitäten: Eine mehrdimensionale Perspektive ","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","991283305200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.degruyter.com/document/doi/10.1515/9783110689884-007/html","","","","","","","999","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676541500561","Being Bold to Open Doors","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ALA Leadership Discussion Group webinar series","","","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676541500561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676631000561","Students as content creators: Empowering students to see themselves as part of institutional scholarship","","","","","","","","","","","","","","2018","","","publication.bookChapter","","","UNKNOWN","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676631000561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Scholarship in the Sandbox, edited by Amy Jackson, Cindy Pierard, and Suzanne Schadl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676631700561","OER and Public Domain in a Gross Anatomy Flipped Classroom","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digital Pedagogy Institute Conference","","St. Catharines, ON. With S. Inglis and C. Hollister","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676631700561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676737400561","Balancing Graduate and Undergraduate Education  in the University  Setting","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Midwest Association of Graduate Schools 66th Annual Meeting, Cincinnati, OH","","2010","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676737400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676737900561","Prophets on Prophecy: A Contextual View of Prophetic Experience, Purpose, and Truth","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Hebrew_and_Judaic_Studies@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Shalem Center","","Jerusalem","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676737900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676738600561","1 Enoch: Introduction and Commentary","","","","","","","","","","2013","","","","","","","publication.bookChapter","","","UNKNOWN","","","","","","","TR_INTEGRATION_INST___Department_of_Hebrew_and_Judaic_Studies@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","UNKNOWN","","","","","","New York: Jewish Publication Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676738600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Outside the Bible: Ancient Jewish Writings Related to Scripture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676740400561","The Demonic Source of Sin: Jubilees, Qumran Texts and Second Temple Prayer","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","heb","","","","","","TR_INTEGRATION_INST___Department_of_Hebrew_and_Judaic_Studies@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Orion Center, Hebrew University","","Jerusalem","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676740400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676740800561","What Sets the Most Successful Higher Ed Change Leaders Apart?  Dissertation Findings","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Network for Change and Continuous Innovation (NCCI)","","","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676740800561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676638100561","Interdisciplinary Collaboration","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Cancer Institute (NCI), a Division of the National Institutes of Health (NIH) Integrating Radiobiology with Medical Physics (IBPRO) workshop for this 5-year grant","","","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676638100561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676638800561","Update on Completion and Attrition Data on STEM Master's Programs: Sloane/CGS grant","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Illinois Association of Graduate Schools Annual Meeting, Normal IL","","2011","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676638800561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676741300561","Mentoring Across the University: A Model for Success","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annual Mentoring Conference","8","Albuquerque NM","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
